Year	Mean	Fluct	Weight
1972-12-31	-9999.0	-9999.0	0.0
1973-12-31	-9999.0	-9999.0	0.0
1974-12-31	-9999.0	-9999.0	0.0
1975-12-31	22.18	15.622962962962962	0.0073023895644350415
1976-12-31	-9999.0	-9999.0	0.0
1977-12-31	20.38	13.822962962962961	0.0073023895644350415
1978-12-31	20.13	13.572962962962961	0.0073023895644350415
1979-12-31	19.47	12.912962962962961	0.0073023895644350415
1980-12-31	18.9	12.342962962962961	0.0073023895644350415
1981-12-31	15.29	8.732962962962961	0.0073023895644350415
1982-12-31	16.97	10.412962962962961	0.0073023895644350415
1983-12-31	-9999.0	-9999.0	0.0
1984-12-31	15.75	9.192962962962962	0.0073023895644350415
1985-12-31	-9999.0	-9999.0	0.0
1986-12-31	13.25	6.692962962962962	0.0073023895644350415
1987-12-31	-9999.0	-9999.0	0.0
1988-12-31	10.67	4.112962962962962	0.0073023895644350415
1989-12-31	-9999.0	-9999.0	0.0
1990-12-31	-9999.0	-9999.0	0.0
1991-12-31	-9999.0	-9999.0	0.0
1992-12-31	6.78	0.22296296296296259	0.0073023895644350415
1993-12-31	-9999.0	-9999.0	0.0
1994-12-31	-9999.0	-9999.0	0.0
1995-12-31	4.81	-1.747037037037038	0.0073023895644350415
1996-12-31	1.22	-5.337037037037038	0.0073023895644350415
1997-12-31	4.28	-2.2770370370370374	0.0073023895644350415
1998-12-31	3.375	-3.1820370370370377	0.0073023895644350415
1999-12-31	2.36	-4.197037037037038	0.0073023895644350415
2000-12-31	1.74	-4.8170370370370375	0.0073023895644350415
2001-12-31	1.1	-5.457037037037038	0.0073023895644350415
2002-12-31	-9999.0	-9999.0	0.0
2003-12-31	-1.52	-8.077037037037037	0.0073023895644350415
2004-12-31	-1.99	-8.547037037037038	0.0073023895644350415
2005-12-31	-2.48	-9.037037037037038	0.0073023895644350415
2006-12-31	-2.325	-8.882037037037037	0.0073023895644350415
2007-12-31	-2.5	-9.057037037037038	0.0073023895644350415
2008-12-31	-2.16	-8.717037037037038	0.0073023895644350415
2009-12-31	-2.38	-8.937037037037037	0.0073023895644350415
2010-12-31	-2.78	-9.337037037037037	0.0073023895644350415
2011-12-31	-3.48	-10.037037037037038	0.0073023895644350415
