q_aep	q_agri
0.0	0.0
0.0	0.0
0.0	0.0
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-912.46622951	-1781.9881967
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-914.71770492	-1796.6301639
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-917.63934426	-1814.6695082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-920.85934426	-1824.3095082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-924.34983607	-1827.495082
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-927.63639344	-1827.442623
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-930.6947541	-1822.2721311
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-933.25540984	-1814.4239344
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-935.16098361	-1806.962623
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-936.55311475	-1799.1921311
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-937.56786885	-1803.2770492
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1064.8318033	-1988.4180328
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1292.5013115	-2258.6754098
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1505.6540984	-2559.8
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1506.4072131	-2950.9777049
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1507.1603279	-3019.4281967
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1608.4413115	-2979.8439344
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-1709.8236066	-2886.0567213
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2012.5629508	-2778.8672131
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-2013.5691803	-2681.8711475
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1611.6606557	-2604.2478689
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1511.687541	-2515.8983607
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1512.4432787	-2440.2472131
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.1993443	-2466.3465574
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1513.9560656	-3244.5206557
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1514.7131148	-3546.8665574
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1515.4704918	-3563.4931148
-1516.2281967	-3640.9160656
-1516.2281967	-3640.9160656
-1516.2281967	-3640.9160656
-1516.2281967	-3640.9160656
-1516.2281967	-3640.9160656
-1516.2281967	-3640.9160656
-1516.2281967	-3640.9160656
